FIPS,%_african_american,%_natamer_alaskan,%_asian,%_hawaii_pacisl,%_hisp,%_nonhisp_white
42005,0.9,0.1,0.3,0.0,0.8,97.2
42007,6.2,0.1,0.5,0.0,1.5,89.7
42009,0.6,0.2,0.3,0.0,1.2,96.9
42011,4.2,0.8,1.6,0.2,20.0,72.8
42013,1.7,0.2,0.7,0.0,1.2,94.8
42015,0.5,0.3,0.6,0.0,1.5,96.1
42017,3.9,0.3,4.8,0.1,5.2,84.6
42019,1.2,0.1,1.3,0.0,1.4,95.0
42021,3.4,0.1,0.5,0.1,1.6,93.0
42023,0.4,0.4,0.5,0.1,1.0,96.6
42025,1.6,0.3,0.6,0.1,4.4,92.3
42027,3.5,0.2,6.3,0.1,2.9,85.7
42029,5.8,0.3,5.3,0.1,7.3,80.0
42031,1.2,0.2,0.7,0.0,0.9,96.1
42033,2.4,0.2,0.7,0.0,3.0,93.1
42035,1.6,0.2,0.7,0.1,1.4,95.3
42037,1.8,0.2,1.1,0.0,2.7,93.2
42039,1.8,0.2,0.5,0.0,1.2,95.0
42041,3.7,0.2,4.2,0.0,3.7,86.5
42043,17.3,0.4,4.5,0.1,8.9,66.5
42045,21.1,0.2,5.7,0.0,3.7,67.5
42047,0.5,0.2,0.4,0.0,0.8,97.5
42049,7.2,0.3,1.7,0.0,4.1,84.8
42051,4.6,0.2,0.4,0.3,1.1,92.0
42053,19.6,0.6,0.2,0.0,6.2,73.2
42055,3.3,0.3,1.1,0.1,5.5,88.4
42057,1.1,0.3,0.2,0.0,1.2,96.2
42059,3.3,0.2,0.3,0.0,1.4,93.7
42061,5.4,0.1,0.6,0.0,2.0,90.9
42063,2.5,0.2,1.2,0.0,1.3,94.0
42065,0.5,0.3,0.3,0.0,1.0,97.2
42067,0.6,0.4,0.4,0.0,3.5,94.6
42069,2.6,0.3,2.7,0.1,7.1,86.2
42071,3.5,0.4,2.3,0.1,10.2,82.4
42073,3.9,0.1,0.4,0.0,1.4,92.3
42075,1.9,0.3,1.4,0.1,12.7,82.8
42077,5.6,0.8,3.6,0.2,23.3,65.9
42079,3.7,0.5,1.3,0.1,10.7,83.2
42081,4.5,0.2,0.7,0.1,1.9,90.9
42083,2.7,0.3,0.6,0.0,2.2,93.3
42085,5.8,0.2,0.7,0.0,1.4,90.3
42087,0.7,0.2,0.6,0.0,1.5,96.0
42089,13.0,0.6,2.4,0.1,15.4,67.0
42091,9.1,0.2,7.7,0.1,5.0,76.4
42093,1.6,0.2,3.1,0.0,2.6,91.6
42095,5.1,0.4,2.9,0.1,12.9,77.5
42097,2.3,0.3,0.5,0.0,3.4,92.7
42099,0.8,0.2,0.5,0.1,1.9,95.6
42101,41.3,0.9,7.4,0.2,14.4,34.9
42103,5.4,0.4,1.5,0.0,10.7,81.0
42105,0.4,0.4,0.4,0.0,1.3,96.6
42107,2.7,0.3,0.6,0.0,4.0,91.6
42109,1.0,0.2,0.7,0.0,2.3,94.9
42111,2.8,0.2,0.5,0.0,1.5,94.5
42113,3.4,0.5,0.4,0.0,1.8,93.1
42115,0.5,0.2,0.4,0.1,1.8,96.2
42117,0.7,0.3,0.5,0.0,1.3,96.2
42119,7.1,0.6,1.6,0.1,5.9,83.9
42121,1.1,0.2,0.4,0.0,1.1,96.0
42123,0.5,0.3,0.5,0.1,1.1,96.8
42125,3.1,0.2,1.0,0.0,1.7,92.4
42127,3.3,0.3,0.6,0.0,4.3,90.6
42129,2.4,0.1,0.9,0.0,1.1,94.0
42131,0.8,0.3,0.5,0.0,1.9,95.6
42133,5.5,0.3,1.5,0.1,7.2,84.0
44001,1.0,0.3,2.0,0.0,2.9,92.3
44003,1.6,0.4,2.6,0.1,4.6,89.4
44005,3.8,0.6,1.9,0.1,5.8,85.8
44007,8.4,1.3,4.5,0.3,22.1,62.5
44009,1.2,0.9,2.0,0.0,3.1,91.3
45001,27.7,0.3,0.4,0.0,1.4,68.8
45003,24.7,0.6,1.0,0.1,5.7,66.5
45005,72.8,0.3,0.7,0.0,3.4,22.2
45007,16.0,0.3,1.0,0.0,3.6,77.6
45009,60.1,0.4,0.5,0.1,2.3,35.7
45011,43.9,0.6,0.7,0.0,2.3,51.2
45013,18.0,0.4,1.4,0.1,11.1,67.7
45015,24.1,0.7,2.6,0.1,6.3,64.1
45017,41.1,0.5,0.3,0.1,3.7,53.5
45019,27.3,0.4,1.6,0.1,5.0,64.4
45021,20.5,0.5,0.7,0.1,4.3,72.8
45023,36.7,0.5,0.4,0.0,1.9,58.9
45025,32.6,0.7,0.6,0.1,4.3,60.3
45027,47.5,0.3,0.7,0.0,3.1,47.6
45029,37.5,0.9,0.5,0.1,3.2,56.7
45031,41.1,0.4,0.4,0.0,1.9,55.1
45033,46.5,2.9,0.4,0.0,2.7,46.1
45035,25.2,0.7,1.9,0.2,5.2,64.6
45037,35.4,0.4,0.5,0.1,5.9,56.7
45039,57.5,0.3,0.5,0.0,2.1,38.0
45041,42.3,0.4,1.5,0.0,2.6,52.3
45043,31.5,0.3,0.5,0.1,3.0,63.8
45045,18.0,0.5,2.3,0.1,9.0,68.9
45047,31.7,0.5,1.2,0.1,6.1,59.7
45049,53.1,0.5,0.5,0.1,4.0,41.0
45051,13.0,0.6,1.3,0.2,6.0,77.5
45053,42.3,0.8,0.8,0.1,13.0,42.6
45055,24.4,0.4,0.7,0.1,4.3,68.8
45057,21.5,0.4,1.2,0.1,5.2,70.5
45059,25.2,0.4,0.5,0.1,4.6,68.2
45061,62.8,0.4,0.4,0.0,2.6,33.0
45063,14.8,0.5,2.0,0.1,5.8,75.4
45065,46.6,0.2,0.6,0.1,1.4,50.2
45067,56.1,0.7,0.7,0.0,2.6,39.0
45069,50.6,5.0,0.5,0.0,3.4,39.1
45071,30.4,0.8,0.8,0.3,7.4,60.0
45073,7.5,0.4,0.9,0.0,5.1,84.7
45075,61.7,0.7,1.0,0.0,2.1,33.4
45077,6.6,0.3,1.9,0.0,3.6,86.1
45079,46.8,0.4,2.8,0.1,5.1,43.1
45081,24.9,1.5,0.3,1.0,15.2,58.2
45083,20.6,0.4,2.4,0.1,6.6,68.7
45085,47.2,0.5,1.4,0.1,3.8,45.5
45087,31.4,0.3,0.3,0.1,1.4,65.0
45089,64.6,0.5,0.5,0.0,2.3,31.4
45091,19.1,0.9,2.0,0.1,5.3,71.1
46003,0.8,2.4,0.7,0.0,5.2,89.9
46005,0.9,1.5,8.3,0.2,9.4,79.0
46007,0.4,59.1,0.5,0.1,4.9,33.0
46009,1.2,7.9,0.2,0.0,2.6,87.1
46011,1.5,1.1,2.7,0.1,2.5,91.0
46013,1.6,3.5,2.9,0.2,2.7,87.7
46015,0.4,9.5,0.4,0.1,2.6,84.6
46017,0.8,81.2,0.0,0.0,3.7,15.2
46019,0.5,2.3,0.4,0.1,3.6,91.4
46021,0.4,0.9,0.6,0.0,2.0,95.7
46023,0.4,31.9,0.3,0.0,3.4,63.1
46025,1.9,0.2,0.5,0.0,2.7,93.9
46027,1.7,3.2,2.3,0.1,2.6,88.2
46029,0.7,2.4,1.0,0.0,2.3,92.7
46031,0.3,64.2,0.5,0.0,4.6,30.3
46033,0.6,3.7,0.5,0.0,3.2,90.4
46035,0.7,3.0,0.7,0.1,2.9,91.5
46037,0.4,9.7,0.5,0.0,2.4,85.8
46039,0.8,0.4,0.1,0.0,2.9,94.9
46041,0.4,73.2,0.3,0.0,4.6,20.5
46043,0.5,2.4,0.2,0.0,1.5,94.5
46045,0.4,0.9,0.4,0.0,1.8,95.6
46047,1.2,6.9,0.8,0.1,4.1,84.8
46049,0.4,0.3,0.2,0.0,0.9,97.3
46051,0.6,1.0,0.3,0.0,3.9,93.1
46053,0.3,7.8,0.4,0.1,1.6,87.8
46055,0.6,1.7,0.6,0.1,1.7,92.2
46057,0.4,0.6,0.3,0.0,4.1,94.1
46059,0.1,0.5,0.5,0.1,1.1,96.8
46061,0.5,0.4,0.6,0.1,1.1,96.6
46063,0.8,2.2,0.2,0.0,2.0,93.1
46065,0.8,11.1,0.7,0.0,3.1,82.8
46067,1.1,1.3,0.2,0.0,2.1,94.7
46069,0.4,8.5,0.2,0.0,1.3,88.2
46071,0.8,51.7,0.2,0.0,4.1,40.9
46073,0.1,0.6,0.2,0.2,4.4,93.5
46075,0.6,3.9,0.2,0.9,2.7,88.9
46077,0.5,0.9,0.6,0.0,2.0,94.9
46079,1.0,1.0,1.4,0.0,2.4,93.1
46081,0.9,2.3,1.0,0.1,3.0,91.2
46083,1.3,0.6,1.3,0.1,1.9,93.6
46085,0.6,39.7,0.3,0.0,2.0,55.5
46087,0.4,1.0,0.2,0.1,3.2,94.4
46089,0.3,0.2,0.2,0.0,1.3,97.2
46091,0.7,8.7,0.2,0.0,7.5,83.8
46093,1.8,2.9,1.2,0.1,4.3,87.6
46095,0.4,54.5,0.3,0.0,3.5,38.1
46097,1.1,0.5,0.4,0.0,2.4,94.4
46099,5.1,2.7,2.3,0.1,4.8,83.3
46101,1.7,13.9,1.8,0.0,3.9,76.8
46102,0.3,92.8,0.2,0.0,3.6,4.4
46103,1.2,10.1,1.1,0.1,4.9,80.6
46105,0.6,1.8,0.3,0.1,1.5,94.9
46107,0.3,2.1,0.5,0.0,2.2,93.9
46109,0.6,37.3,0.3,0.0,2.8,57.4
46111,0.3,0.4,0.3,0.0,3.0,94.8
46115,0.5,1.7,0.1,0.0,1.8,95.1
46117,0.8,6.8,0.3,0.0,2.1,87.7
46119,0.4,2.5,0.1,0.0,3.0,92.5
46121,0.4,87.8,0.2,0.0,4.3,8.5
46123,0.3,14.3,0.6,0.0,1.9,81.5
46125,0.4,1.0,0.2,0.1,2.1,95.8
46127,0.9,0.9,1.3,0.1,3.1,92.5
46129,0.5,14.4,2.1,0.0,2.0,78.3
46135,2.0,3.1,0.8,0.0,4.0,89.0
46137,0.5,71.4,0.1,0.0,4.8,23.7
47001,4.0,0.4,1.5,0.1,2.7,89.6
47003,7.4,1.1,1.3,0.2,11.8,77.6
47005,2.4,0.5,0.6,0.0,2.3,92.8
47007,6.7,0.5,0.3,0.0,2.2,89.2
47009,2.9,0.4,0.9,0.1,3.2,91.2
47011,4.6,0.6,1.1,0.1,6.1,86.3
47013,0.4,0.3,0.4,0.1,1.2,96.6
47015,1.5,0.3,0.5,0.1,2.3,94.0
47017,10.1,0.6,0.3,0.0,2.5,84.8
47019,1.4,0.3,0.4,0.0,1.8,94.9
47021,1.7,0.5,0.5,0.1,2.8,93.1
47023,8.9,0.5,0.5,0.0,2.4,86.1
47025,1.1,0.4,0.7,0.0,1.3,95.4
47027,1.5,0.3,0.1,0.1,2.5,94.5
47029,2.0,0.5,0.5,0.1,2.2,93.4
47031,3.5,0.4,1.2,0.1,4.1,88.9
47033,13.5,0.5,0.4,0.0,10.4,74.0
47035,0.6,0.4,0.6,0.1,2.8,94.6
47037,27.5,0.5,3.7,0.1,10.1,56.4
47039,3.0,0.3,0.5,0.1,3.3,91.7
47041,1.5,0.4,0.8,0.0,7.3,89.0
47043,4.1,0.5,0.6,0.1,3.3,89.8
47045,13.9,0.4,0.7,0.0,3.4,80.3
47047,27.5,0.3,0.7,0.0,2.5,68.2
47049,0.3,0.3,0.3,0.0,1.4,96.7
47051,5.1,0.4,0.9,0.1,3.1,88.8
47053,18.1,0.3,0.3,0.0,2.7,77.3
47055,10.2,0.4,0.5,0.0,2.4,84.6
47057,0.7,0.4,0.2,0.1,3.3,94.6
47059,2.1,0.3,0.6,0.1,2.8,93.2
47061,0.6,0.7,0.4,0.0,1.1,96.1
47063,3.8,0.8,0.9,0.2,11.5,81.8
47065,19.4,0.5,2.1,0.2,5.4,71.3
47067,0.4,0.4,0.1,0.0,0.5,97.1
47069,41.4,0.3,0.7,0.0,1.7,54.8
47071,3.3,0.5,0.6,0.0,2.1,92.1
47073,1.4,0.4,0.5,0.0,1.4,95.3
47075,50.0,0.4,0.3,0.0,4.4,44.2
47077,7.7,0.3,0.3,0.0,2.1,87.8
47079,7.6,0.4,0.5,0.0,2.4,87.6
47081,4.1,0.6,0.4,0.0,2.4,91.2
47083,3.0,0.4,0.5,0.1,2.1,92.0
47085,2.6,0.7,0.5,0.0,2.4,92.7
47087,0.4,0.6,0.1,0.0,2.0,95.6
47089,2.0,0.4,0.6,0.0,3.4,92.5
47091,2.3,0.3,0.2,0.1,2.0,94.2
47093,8.7,0.4,2.2,0.1,4.0,82.8
47095,27.9,0.5,0.2,0.0,2.2,67.5
47097,34.6,0.8,0.8,0.0,2.6,60.2
47099,1.6,0.5,0.5,0.0,2.1,93.9
47101,2.0,0.5,0.6,0.1,2.3,93.4
47103,6.9,0.9,0.5,0.2,3.3,86.9
47105,1.3,0.5,0.8,0.2,8.3,88.3
47107,3.7,0.5,0.7,0.0,3.9,89.4
47109,5.9,0.4,0.3,0.0,2.0,90.0
47111,0.8,0.7,1.0,0.0,5.1,91.9
47113,37.3,0.3,1.1,0.0,3.7,56.2
47115,3.8,0.5,0.5,0.0,1.7,91.9
47117,6.6,0.4,0.7,0.1,5.0,85.6
47119,11.5,0.5,0.9,0.1,5.7,79.8
47121,1.4,0.9,0.4,0.1,2.0,94.4
47123,2.0,0.6,0.5,0.1,4.2,91.2
47125,19.0,0.7,2.5,0.5,10.0,64.1
47127,2.3,0.3,0.8,0.0,1.9,93.3
47129,3.5,0.5,0.3,0.0,1.2,93.3
47131,10.5,0.3,0.4,0.1,4.2,83.3
47133,0.6,0.4,0.3,0.0,1.4,96.2
47135,2.1,0.7,0.4,0.0,2.5,92.5
47137,0.2,0.3,0.1,0.1,2.0,96.7
47139,0.6,0.6,0.3,0.1,2.1,95.2
47141,2.1,0.8,1.4,0.1,6.2,88.6
47143,2.1,0.5,0.5,0.1,4.8,90.8
47145,2.6,0.4,0.7,0.0,1.7,93.0
47147,7.3,0.5,0.6,0.1,6.5,84.0
47149,14.5,0.5,3.4,0.1,7.6,72.1
47151,0.2,0.3,0.2,0.0,0.8,97.5
47153,0.6,0.6,0.4,0.1,3.4,93.9
47155,1.0,0.6,1.3,0.0,5.6,90.6
47157,53.6,0.4,2.6,0.1,6.1,36.2
47159,2.2,0.5,0.4,0.0,2.4,93.2
47161,1.7,0.7,1.1,0.0,2.7,92.0
47163,2.2,0.3,0.8,0.0,1.8,93.6
47165,7.1,0.3,1.4,0.1,4.6,85.0
47167,18.3,0.5,0.7,0.2,2.6,76.0
47169,8.7,0.8,0.3,0.0,3.0,85.6
47171,0.4,0.4,0.2,0.0,4.6,93.5
47173,0.3,0.4,0.2,0.1,1.6,96.4
47175,0.8,0.3,0.2,0.0,1.4,96.0
47177,3.1,0.5,0.8,0.1,8.7,85.8
47179,4.2,0.4,1.5,0.1,3.3,89.0
47181,6.4,0.4,0.3,0.0,2.0,90.0
47183,7.8,0.4,1.2,0.0,2.2,87.1
47185,1.8,0.5,0.4,0.1,2.6,93.6
47187,4.3,0.2,4.2,0.1,4.6,85.3
47189,6.7,0.5,1.7,0.1,4.0,85.7
48001,20.8,0.7,0.9,0.1,17.5,59.4
48003,1.4,1.6,0.7,0.0,56.0,40.5
48005,14.9,0.8,1.1,0.1,21.7,61.2
48007,1.5,1.3,2.0,0.1,26.8,67.9
48009,0.8,1.3,0.4,0.0,8.5,88.1
48011,1.0,1.4,0.1,0.0,9.2,87.7
48013,0.7,1.2,0.6,0.1,64.0,33.9
48015,8.7,0.9,0.7,0.0,26.5,62.8
48017,1.1,3.2,0.7,0.1,64.1,33.4
48019,0.8,1.1,0.7,0.0,18.2,78.4
48021,7.0,1.9,1.0,0.2,36.8,53.6
48023,2.6,0.6,0.3,0.1,12.7,82.4
48025,8.0,0.8,0.7,0.1,58.9,31.6
48027,21.6,1.1,3.2,0.8,24.3,46.5
48029,7.3,1.2,3.1,0.2,59.9,28.2
48031,1.0,1.3,0.9,0.1,19.2,77.2
48033,0.6,0.9,0.2,0.0,20.2,76.8
48035,1.8,0.9,0.6,0.0,17.6,78.6
48037,24.5,1.0,1.2,0.1,7.6,64.0
48039,13.1,0.8,6.6,0.1,30.0,48.5
48041,10.5,0.7,6.3,0.1,25.1,56.4
48043,1.0,1.8,1.3,0.1,44.7,51.0
48045,3.3,0.7,0.1,0.0,26.3,68.3
48047,0.6,0.7,1.5,0.0,90.4,7.3
48049,3.4,0.8,0.7,0.1,21.8,72.3
48051,12.5,1.1,0.3,0.0,20.8,64.7
48053,1.8,1.2,0.7,0.1,22.1,73.8
48055,6.0,1.6,1.0,0.1,50.9,40.9
48057,2.4,0.8,5.2,0.1,48.4,42.9
48059,1.4,0.8,0.7,0.1,9.5,86.3
48061,0.4,0.6,0.8,0.1,89.4,9.3
48063,16.2,1.0,0.9,0.2,25.1,55.6
48065,0.8,1.5,0.5,0.0,10.1,85.8
48067,16.7,0.7,0.5,0.0,4.5,76.5
48069,2.0,1.7,0.6,0.0,64.1,32.6
48071,8.1,1.1,1.3,0.1,22.2,66.9
48073,14.1,1.6,0.6,0.1,22.8,60.8
48075,10.1,0.8,0.8,0.0,29.0,58.4
48077,0.6,1.4,0.3,0.0,5.9,90.3
48079,3.7,2.7,0.3,0.2,57.7,36.9
48081,0.7,2.3,0.2,0.0,21.8,74.9
48083,2.6,1.4,1.0,0.0,17.7,76.9
48085,9.5,0.7,14.2,0.1,15.1,58.5
48087,5.0,2.9,0.5,0.0,34.0,57.9
48089,12.4,1.1,0.9,0.1,28.9,56.8
48091,2.0,0.8,1.1,0.1,26.9,68.5
48093,0.5,1.3,0.4,0.0,27.7,70.0
48095,1.7,0.7,0.6,0.1,55.9,40.6
48097,3.1,1.4,1.1,0.0,17.7,75.8
48099,16.0,1.2,2.1,0.9,18.0,59.1
48101,10.1,0.9,0.1,0.1,24.5,63.8
48103,2.7,1.6,0.8,0.2,63.2,32.4
48105,0.5,2.0,0.7,0.1,65.8,31.9
48107,3.4,1.1,0.2,0.1,55.3,40.2
48109,1.1,2.6,1.8,0.0,72.8,21.7
48111,1.6,2.2,1.1,0.2,44.5,50.7
48113,22.6,1.1,6.3,0.1,39.9,29.8
48115,5.3,1.2,0.9,0.2,57.2,35.9
48117,1.1,1.7,0.6,0.1,72.0,25.5
48119,6.2,2.3,0.7,0.1,6.9,81.8
48121,9.5,0.8,8.6,0.1,19.2,60.3
48123,8.5,0.9,0.4,0.0,34.6,55.5
48125,4.8,2.1,1.2,0.1,30.6,62.0
48127,1.1,0.8,0.7,0.0,86.6,11.3
48129,5.3,0.8,0.5,0.1,10.7,81.3
48131,0.9,0.8,0.4,0.1,89.4,9.0
48133,2.0,1.2,0.6,0.1,16.1,79.5
48135,4.3,1.4,1.2,0.2,59.7,33.5
48137,0.5,2.1,0.8,0.0,55.0,43.0
48139,9.8,0.9,0.8,0.1,25.9,61.9
48141,3.1,1.0,1.3,0.2,82.2,12.3
48143,1.6,1.3,0.8,0.1,20.8,75.2
48145,23.7,1.0,0.6,0.2,23.1,51.1
48147,6.6,1.3,0.6,0.1,10.9,79.2
48149,6.2,1.2,0.5,0.1,20.8,71.4
48151,3.4,1.1,0.5,0.1,28.4,66.3
48153,3.3,1.3,0.4,0.0,58.7,36.9
48155,5.3,0.7,1.0,0.0,17.8,74.7
48157,20.2,0.6,19.9,0.1,24.2,34.1
48159,3.7,1.1,0.9,0.0,14.5,79.0
48161,15.8,1.4,0.6,0.0,15.0,67.3
48163,3.2,1.0,2.4,0.0,78.8,15.0
48165,1.7,1.1,0.5,0.1,41.2,55.6
48167,12.9,0.8,3.5,0.1,24.1,57.8
48169,6.5,0.8,0.5,0.1,50.8,41.3
48171,0.3,1.2,0.5,0.1,22.6,75.5
48173,1.6,0.3,0.1,0.2,37.1,60.5
48175,4.2,1.0,0.5,0.0,35.8,58.3
48177,6.1,1.8,0.6,0.1,50.6,41.6
48179,4.9,1.6,0.6,0.0,28.9,63.4
48181,5.8,1.8,1.4,0.1,13.0,76.2
48183,20.2,1.0,1.4,0.1,18.6,57.8
48185,15.6,1.0,0.4,0.1,23.6,58.8
48187,7.3,1.0,1.8,0.2,37.6,51.2
48189,5.0,1.7,0.6,0.1,59.0,34.3
48191,7.4,1.4,0.4,0.1,34.9,56.2
48193,0.8,1.9,0.8,0.1,12.6,84.6
48195,0.7,1.6,0.4,0.0,46.5,51.6
48197,5.0,1.2,0.6,0.0,23.6,68.6
48199,5.4,0.6,0.7,0.0,5.5,86.9
48201,18.6,1.1,7.2,0.1,42.4,30.4
48203,20.8,1.2,0.7,0.1,13.0,63.8
48205,6.0,0.9,0.8,0.0,26.1,65.6
48207,3.9,1.4,0.8,0.0,28.9,64.4
48209,3.6,1.2,1.6,0.2,38.1,54.9
48211,0.2,2.0,0.9,0.1,33.0,64.3
48213,6.4,0.9,0.7,0.1,12.2,78.8
48215,0.4,0.5,1.1,0.0,91.8,6.6
48217,6.2,0.9,0.5,0.1,20.3,71.2
48219,3.7,1.4,0.5,0.1,47.1,47.4
48221,0.7,0.9,0.7,0.1,12.4,84.5
48223,7.1,1.0,0.8,0.1,16.5,73.7
48225,24.9,0.7,0.7,0.0,10.7,62.3
48227,6.1,1.7,1.2,0.1,41.7,49.3
48229,1.7,1.9,1.1,0.1,77.6,18.9
48231,7.9,1.2,1.6,0.2,15.7,72.4
48233,2.4,2.2,0.7,0.1,22.9,70.6
48235,1.0,1.3,0.3,0.0,26.6,70.0
48237,4.0,1.0,0.6,0.1,16.3,77.6
48239,6.1,0.8,1.0,0.0,32.8,58.8
48241,16.1,0.7,0.7,0.1,6.9,74.3
48243,0.5,1.3,1.0,0.0,34.5,61.7
48245,33.4,1.0,3.9,0.1,19.9,41.3
48247,0.5,0.6,0.6,0.0,92.4,5.9
48249,0.5,1.1,0.5,0.1,80.4,18.1
48251,3.0,1.0,0.9,0.5,20.6,73.2
48253,12.1,1.4,0.8,0.0,27.6,58.4
48255,8.5,1.0,0.5,0.0,53.3,37.1
48257,10.6,1.0,1.2,0.1,20.5,65.8
48259,0.9,0.7,1.1,0.1,23.3,73.1
48261,2.2,1.5,0.7,0.0,73.3,22.0
48263,0.9,1.6,0.0,0.1,17.8,78.8
48265,1.5,1.2,1.0,0.1,26.6,69.4
48267,0.5,1.3,0.6,0.1,23.7,74.1
48269,0.0,1.7,0.0,0.0,16.6,80.6
48271,1.2,1.4,0.4,0.2,58.3,38.3
48273,3.5,0.9,2.3,0.2,72.5,20.9
48275,5.1,1.3,0.3,0.1,33.3,59.4
48277,13.0,1.7,0.8,0.0,7.7,74.7
48279,4.0,1.7,0.3,0.1,54.7,39.9
48281,3.6,1.3,1.4,0.3,19.2,72.6
48283,0.6,0.7,0.4,0.0,86.0,12.4
48285,6.0,0.6,0.4,0.1,18.5,73.9
48287,10.7,1.1,0.5,0.2,23.6,63.4
48289,7.1,0.9,0.8,0.0,14.2,76.1
48291,9.9,1.1,0.6,0.1,22.7,65.2
48293,17.1,1.2,0.7,0.1,21.9,58.6
48295,0.9,2.2,0.6,0.2,33.8,61.8
48297,4.4,1.3,0.7,0.1,39.1,54.4
48299,0.9,1.0,0.6,0.0,10.5,86.3
48301,2.7,1.8,0.0,0.0,18.6,77.0
48303,7.0,1.1,2.4,0.1,35.0,54.2
48305,2.2,1.9,0.4,0.0,47.2,49.2
48307,1.8,1.2,0.7,0.0,31.4,64.8
48309,14.2,1.1,1.7,0.1,25.8,56.6
48311,2.1,1.4,0.7,0.0,39.7,56.1
48313,19.5,1.2,0.8,0.1,22.8,55.3
48315,21.6,1.2,0.8,0.0,3.9,70.6
48317,1.8,1.4,0.4,0.1,46.1,50.5
48319,0.5,0.8,0.3,0.3,25.2,73.0
48321,10.5,1.3,2.1,0.1,42.1,44.2
48323,0.3,1.7,0.5,0.0,95.3,2.8
48325,2.3,1.0,0.9,0.2,51.4,44.3
48327,1.5,1.5,0.2,0.0,36.0,61.6
48329,5.9,1.2,2.0,0.1,44.4,46.2
48331,8.9,1.3,0.8,0.0,26.3,62.5
48333,0.7,1.0,0.3,0.0,18.6,79.2
48335,10.1,1.8,0.7,0.1,39.8,48.0
48337,0.5,1.5,0.4,0.0,11.1,85.7
48339,4.7,1.0,2.9,0.1,23.4,67.3
